🇨🇳 4K & 8K频道,#genre#
CCTV2,http://111.12.110.7:6610/PLTV/77777777/224/3221225948/index.m3u8?
CCTV2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV2,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000372/index.m3u8?
CCTV3,http://[2409:8087:5c00:10:5::10]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://[2409:8087:5c00:10:5::110]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://[2409:8087:5c00:10:5::132]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://[2409:8087:5c00:10:5::133]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://[2409:8087:5c00:10:5::166]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://[2409:8087:5c00:10:5::167]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://39.135.47.88/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225713/index.m3u8
CCTV3,http://111.12.110.2:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.3:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.4:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.5:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.6:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.7:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.9:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.8:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.10:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.11:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.12:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.15:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.16:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.17:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.32:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.33:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.34:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.35:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.36:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.37:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.39:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.38:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.40:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.41:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.91:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.90:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.92:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.93:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.94:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.95:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.96:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.97:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.98:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.99:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.100:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.101:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.102:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.103:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.104:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.105:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.106:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.107:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.108:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.109:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.110:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.111:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.112:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.113:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.114:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.115:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.116:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.117:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.118:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.119:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.120:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.121:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.122:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.123:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.124:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.126:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.127:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.128:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.129:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.130:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.131:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.132:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.133:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://111.12.110.134:6610/PLTV/77777777/224/3221225713/index.m3u8?servicetype=1
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://39.134.66.110/PLTV/88888888/224/3221225799/index.m3u8
CCTV3,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638727c125355/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSPTZ4CK5oLfjaEYe9dogNMUNNEYLCPUtKY62j1Wp5u04wipypKUQ1TTuR2lXvBl5YpHqBJmlA19x22TD9bUOjk
CCTV3,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225799/index.m3u8
CCTV3,http://39.134.67.108/PLTV/88888888/224/3221225799/index.m3u8
CCTV3,http://111.12.110.7:6610/PLTV/77777777/224/3221225713/index.m3u8?
CCTV3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225799/index.m3u8
CCTV4,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225922/index.m3u8?servicetype=1&#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV4,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV4,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV4,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV4,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV4,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?IAS
CCTV4,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000037BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfH0ZQXwaiVktPr6ILPKXqwOUC2ZXft7ZULN6h9qLQPFOTSlVTfophiKaMb8h1kPV74
CCTV4,http://111.12.110.7:6610/PLTV/77777777/224/3221225761/index.m3u8?
CCTV4,http://111.12.110.7:6610/PLTV/77777777/224/3221225922/index.m3u8?
CCTV4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8
CCTV4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV4,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000485/index.m3u8?
CCTV15,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV15,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS
CCTV15,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS
CCTV15,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS
CCTV15,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS
CCTV15,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000055BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0Tdo%2FUL80msfbhDYvoWpNl31Dy7jHvMl%2FzVUrNxhL1ek1YEGVDZ7lCg0LtKJY4Ku%2B8
CCTV15,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225945/index.m3u8?servicetype=1&#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV15,http://[2409:8087:5e01:34::38]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?
CCTV5,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225925/index.m3u8?servicetype=1&#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000461/index.m3u8?IAS
CCTV5,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000461/index.m3u8?IAS
CCTV5,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000461/index.m3u8?IAS
CCTV5,http://39.134.66.110/PLTV/88888888/224/3221225818/index.m3u8
CCTV5,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638727e617ca0/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSPTZ4CK5oLfjaEYe9dogNMSXw4ajlL%2FoUYC2RZQQDco6uQSifXBocz5ID6RePfIKQ4rFWiHjq%2FeZoDmrzW%2FKlw
CCTV5,http://39.134.67.108/PLTV/88888888/224/3221225818/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225818/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://111.12.110.7:6610/PLTV/77777777/224/3221225516/index.m3u8?
CCTV5,http://111.12.110.7:6610/PLTV/77777777/224/3221225660/index.m3u8?
CCTV5,http://111.12.110.7:6610/PLTV/77777777/224/3221225801/index.m3u8?
CCTV5,http://111.12.110.7:6610/PLTV/77777777/224/3221225925/index.m3u8?
CCTV5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4025]/PLTV/88888888/224/3221225737/index.m3u8
CCTV5,http://[2409:8087:1a01:df::402a]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4076]/PLTV/88888888/224/3221226027/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
